"Name","Active","Date","Operator","Description","href","Type","Fields","Pools","Order_Num","Order_Amendment","Order_Amendment_Num","Pool_Count_0","Pool_Count","Oil_Pool_Count","Gas_Pool_Count","Field_Count_0","Field_Count","Start_Page","Stop_Page"
"AIO 5 .025","TRUE","2016-05-23","Hilcorp Alaska, LLC","MIDDLE KENAI G OIL, WEST FORELAND OIL POOLS: Administrative approval to allow well G-14ARD (PTD 1910990) to be online in water only injection service with known tubing by inner annulus communication.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO5.025%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20005%22}","AIO","MCARTHUR RIVER","MIDDLE KENAI G OIL, WEST FORELAND OIL","5","25","",FALSE,2,2,0,FALSE,1,172,1010
"AIO 5 .026","TRUE","2016-06-08","Hilcorp Alaska, LLC","HEMLOCK OIL POOL: Administrative approval to allow well D-14RD (PTD 1740020) to be online in water only injection service with known tubing by inner annulus communication.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO5.026%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20005%22}","AIO","MCARTHUR RIVER","HEMLOCK OIL","5","26","",FALSE,1,1,0,FALSE,1,177,1010
"AIO 5 .027","TRUE","2016-06-29","Hilcorp Alaska, LLC","HEMLOCK OIL, MIDDLE KENAI G OIL POOLS: Administrative approval to allow well G-05RD (PTD 1981200) to be online in water only injection service with known tubing by inner annulus communication.  Trading Bay Unit (TBU) G-05RD (PTD 1981200)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO5.027%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20005%22}","AIO","MCARTHUR RIVER","HEMLOCK OIL, MIDDLE KENAI G OIL","5","27","",FALSE,2,2,0,FALSE,1,182,1010
"AIO 5 .028","TRUE","2016-09-01","Hilcorp Alaska, LLC","MIDDLE KENAI G OIL POOL: Administrative approval to allow well G-13 (PTD 1680570) to be online in water only injection service with known tubing by inner annulus communication.  Trading Bay Unit (TBU) G-13 (PTD 1680570)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO5.028%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20005%22}","AIO","MCARTHUR RIVER","MIDDLE KENAI G OIL","5","28","",FALSE,1,1,0,FALSE,1,187,1010
"AIO 5 .029","TRUE","2018-04-19","Hilcorp Alaska, LLC","HEMLOCK OIL POOL: Request for admin approval to allow well K-22 to be online in water only injection service with known tubing by inner annulus communication","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO5.029%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20005%22}","AIO","MCARTHUR RIVER","HEMLOCK OIL","5","29","",FALSE,1,1,0,FALSE,1,197,1010
"AIO 5 .030","TRUE","2018-04-19","Hilcorp Alaska, LLC","HEMLOCK OIL, MIDDLE KENAI G OIL POOLS: Request for admin approval to allow well G-22 to be online in water only injection service with known tubing by inner annulus communication","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO5.030%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20005%22}","AIO","MCARTHUR RIVER","HEMLOCK OIL, MIDDLE KENAI G OIL","5","30","",FALSE,2,2,0,FALSE,1,192,1010
"AIO 5 .031","TRUE","2020-10-28","Hilcorp Alaska, LLC","Order to allow well Trading Bay Unit G-12RD3 (PTD 2020550) to be online in water only injection service with a known tubing by inner annulus (TxIA) pressure communication.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO5.031%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20005%22}","AIO","MCARTHUR RIVER","MIDDLE KENAI G OIL","5","31","",FALSE,1,1,0,FALSE,1,202,1010
"AIO 5 .032","TRUE","2021-06-22","Hilcorp Alaska, LLC","Administrative approval to allow utilizing drill water (fresh water from an onshore source well) as the makeup water for injectable treated effluent on the Grayling Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO5.032%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20005%22}","AIO","TRADING BAY","","5","32","",TRUE,0,0,0,FALSE,1,206,1010
"AIO 6","TRUE","1986-09-04","Amoco Production Company","GRANITE PT MIDDLE KENAI OIL AND UNDEFINED WDSP POOLS: Authorizes underground injection of fluids for enhanced recovery and disposal on an area basis for the portion of Granite Point Field developed by Anna and Bruce Platforms.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL, UNDEFINED WDSP","6","","",FALSE,2,1,0,FALSE,1,1,391
"AIO 6 .001","TRUE","1986-10-28","Amoco Production Company","GRANITE PT MIDDLE KENAI OIL, HEMLOCK OIL POOLS: Amends AIO 6, Rule 7, Well Integrity Failure","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","HEMLOCK UNDEF OIL, MIDDLE KENAI OIL","6","1","",FALSE,2,2,0,FALSE,1,10,391
"AIO 6 .002","TRUE","1990-01-17","Amoco Production Company","GRANITE PT MIDDLE KENAI OIL POOL: Emergency amendment to AIO 6, Rules 1  and Rule 3 to allow emergency storage of crude oil by injection back into the reservoir due to volcanic activity.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","2","",FALSE,1,1,0,FALSE,1,11,391
"AIO 6 .003","TRUE","2005-03-29","Union Oil Company of California","MCARTHUR RIVER HEMLOCK OIL POOL: Administrative Approval for continued injection with an integrity loss Anna #5 (PTD 167-014).","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","MCARTHUR RIVER","HEMLOCK OIL","6","3","",FALSE,1,1,0,FALSE,1,13,391
"AIO 6 .004","TRUE","2005-03-29","Union Oil Company of California","GRANITE PT MIDDLE KENAI OIL POOL: Administrative Approval for continued injection with an integrity loss Anna #25 (PTD 168-036).","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","4","",FALSE,1,1,0,FALSE,1,23,391
"AIO 6 .005","TRUE","2005-03-29","Union Oil Company of California","GRANITE PT MIDDLE KENAI OIL POOL: Administrative Approval for continued injection with an integrity loss Anna #37 (PTD 187-109).","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.005%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","5","",FALSE,1,1,0,FALSE,1,33,391
"AIO 6 .006","FALSE","2005-03-29","Union Oil Company of California","GRANITE PT MIDDLE KENAI OIL POOL: Administrative Approval for continued injection with an integrity loss Anna #32RD (PTD 187-063). Cancelled on 2008-02-06.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.006%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","6","",FALSE,1,1,0,FALSE,1,39,391
"AIO 6 .007","TRUE","2005-03-29","Union Oil Company of California","GRANITE PT MIDDLE KENAI OIL POOL: Administrative Approval for continued injection with an integrity loss Anna #38 (PTD 188-034). Amended on 2012-03-05.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.007%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","7","",FALSE,1,1,0,FALSE,1,48,391
"AIO 6 .008","TRUE","2005-03-29","Union Oil Company of California","GRANITE PT MIDDLE KENAI OIL POOL: Administrative Approval for continued injection with an integrity loss Anna #19 (PTD 168-006).","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.008%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","8","",FALSE,1,1,0,FALSE,1,62,391
"AIO 6 .009","TRUE","2009-03-31","Union Oil Company of California","GRANITE PT MIDDLE KENAI OIL POOL: Administrative Approval for temperature survey submittal date for Anna #21 (PTD 176-049).","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.009%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","9","",FALSE,1,1,0,FALSE,1,72,391
"AIO 6 .010","TRUE","2009-11-18","Union Oil Company of California","GRANITE PT MIDDLE KENAI OIL POOL: Granite Point State 18742 MUCI-3 (178-019): Administrative Approval to inject water into well.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.010%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","10","",FALSE,1,1,0,FALSE,1,82,391
"AIO 6 .011","FALSE","2013-01-29","Hilcorp Alaska, LLC","GRANITE PT MIDDLE KENAI OIL POOL: Administrative Approval to continue water only injection into Bruce 5RD-86. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.011%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","11","",FALSE,1,1,0,FALSE,1,86,391
"AIO 6 .012","TRUE","2013-12-18","Hilcorp Alaska, LLC","GRANITE PT MIDDLE KENAI OIL POOL: Administrative Approval to add treated sanitary waste to the enhanced oil recovery fluids.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.012%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","12","",FALSE,1,1,0,FALSE,1,97,391
"AIO 6 .013","TRUE","2014-10-24","Hilcorp Alaska, LLC","GRANITE PT MIDDLE KENAI OIL POOL: Granite Point State 18742-13RD (187-044): Admin approval to allow well to be online water-only injection service with a known tubing by inner annulus communication.  Second Amended AA approved 10/22/18. Amended on 2024-02-26.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO6.013%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20006%22}","AIO","GRANITE PT","MIDDLE KENAI OIL","6","13","",FALSE,1,1,0,FALSE,1,103,391
"AIO 7","TRUE","1986-09-04","Amoco Production Company","MIDDLE GROUND SHOAL FIELD: Underground injection for purpose of enhanced recovery and disposal on an area basis within Northern portion of MGS Field developed by Baker Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20007%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL, UNDEFINED WDSP","7","","",FALSE,5,4,0,FALSE,1,1,148
"AIO 7 .001","TRUE","1986-10-28","Amoco Production Company","MIDDLE GROUND SHOAL FIELD: Amends AIO 7, Rule 7, Well Integrity Failure","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO7.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20007%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL, UNDEFINED WDSP","7","1","",FALSE,5,4,0,FALSE,1,8,148
"AIO 7 .002","FALSE","2003-03-19","Union Oil Company of California","MIDDLE GROUND SHOAL FIELD: Request to inject approved wastes from the Baker Platform for the purpose of disposal into the stratigraphic interval authorized for enhanced recovery by AIO 7.  Revised on 9/2/10. Cancelled on 2010-09-02.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO7.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20007%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","7","2","",FALSE,4,4,0,FALSE,1,9,148
"AIO 7 .003","FALSE","2013-05-28","Hilcorp Alaska, LLC","MIDDLE GROUND SHOAL FIELD: Administrative Approval to re-establish EOR Class II non-hazardous fluid injection into wells MGS ST 17595 17 and MGS ST 17595 16. Superseded on 2023-08-09.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO7.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20007%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","7","3","",FALSE,4,4,0,FALSE,1,18,148
"AIO 7 .004","TRUE","2023-07-09","Hilcorp Alaska, LLC","Administrative Approval to Area Injection Order 7Request to Inject Class II Waste from Baker Platform Well Plugging and Abandonment (P&A) ActivitiesWells MGS ST 17595 16 (PTD 1770170) and MGS ST 17595 17 (PTD 1852170)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO7.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20007%22}","AIO","MIDDLE GROUND SHOAL","","7","4","",TRUE,0,0,0,FALSE,1,25,148
"AIO 8","TRUE","1986-09-04","Amoco Production Company","MIDDLE GROUND SHOAL FIELD: Underground injection for purpose of enhanced recovery and disposal on area basis within Southern portion of Middle Ground Shoal Field developed by Dillon Platform.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20008%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL GAS, MIDDLE GRND SHOAL OIL","8","","",FALSE,5,4,1,FALSE,1,1,257
"AIO 8 .001","TRUE","1986-10-28","Amoco Production Company","MIDDLE GROUND SHOAL FIELD: Amends AIO 8, Rule 7, Well Integrity Failure","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO8.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20008%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL, UNDEFINED WDSP","8","1","",FALSE,5,4,0,FALSE,1,8,257
"AIO 8 .002","TRUE","2003-01-29","Union Oil Company of California","MIDDLE GROUND SHOAL FIELD: To inject approved wastes from the Dillon Platform for the purpose of disposal into MGS A, B, C, D, E, F, and G Oil Pools using Dillon Platform wells D-12 and D-14.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO8.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20008%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","8","2","",FALSE,4,4,0,FALSE,1,9,257
"AIO 8 .003","TRUE","2003-03-04","Union Oil Company of California","MIDDLE GROUND SHOAL FIELD: Approval to inject approved wastes from the Dillon Platform wells Di-12 and Di-14 for the purpose of disposal into MGS A, B, C, D, E, F, and G Oil Pools.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO8.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20008%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","8","3","",FALSE,4,4,0,FALSE,1,11,257
"AIO 8 .004","TRUE","2009-09-15","Union Oil Company of California","MIDDLE GROUND SHOAL FIELD: Administrative Approval to inject non-hazardous oil field fluids into the subject S MGS unit 14.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO8.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20008%22}","AIO","MIDDLE GROUND SHOAL","MIDDLE GRND SHOAL OIL","8","4","",FALSE,1,1,0,FALSE,1,12,257
"AIO 8 .005","TRUE","2011-04-12","Union Oil Company of California","MIDDLE GROUND SHOAL FIELD: Authorization to use South Middle Ground Shoal Unit Dillon Platform wells 16 and 17 for purposes of Class II waste fluids disposal within MGS A, B, C, D, E, F, and G Oil Pools.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO8.005%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20008%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","8","5","",FALSE,4,4,0,FALSE,1,18,257
"AIO 9","TRUE","1986-09-12","Shell Western E&P Inc.","MIDDLE GROUND SHOAL FIELD: Order authorizing injection of the Middle Ground Shoal Field.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","9","","",FALSE,4,4,0,FALSE,1,1,1071
"AIO 9 .001","TRUE","1986-10-28","Shell","MIDDLE GROUND SHOAL FIELD: Amends AIO 9, Rule 7, Well Integrity Failure","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","A OIL, B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL, UNDEFINED WDSP","9","1","",FALSE,5,4,0,FALSE,1,9,1071
"AIO 9 .002","TRUE","1988-04-26","Shell","MIDDLE GROUND SHOAL FIELD: Amends Rule 6, Demonstration of Tubing/Casing Annulus Mechanical Integrity to allow use of RTS for injection wells.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","9","2","",FALSE,3,3,0,FALSE,1,10,1071
"AIO 9 .003","TRUE","1990-11-21","Shell","MIDDLE GROUND SHOAL FIELD: Amends AIO 9, Rule 6, Demonstration of Tubing/Casing Annulus Mechanical Integrity","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","9","3","",FALSE,3,3,0,FALSE,1,14,1071
"AIO 9 .004","TRUE","1991-07-30","Shell","MIDDLE GROUND SHOAL FIELD: Amends AIO 9, Rule 6, Demonstration of Tubing/Casing Annulus Mechanical Integrity for well MGS A34-14RD2","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","E F AND G OIL, MIDDLE GRND SHOAL OIL","9","4","",FALSE,2,2,0,FALSE,1,16,1071
"AIO 9 .005","TRUE","1991-10-21","Union Oil Company of California","MIDDLE GROUND SHOAL FIELD: Amends AIO 9, Rule 6, Demonstration of Tubing/Casing Annulus Mechanical Integrity for well MGS C41-23","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.005%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","E F AND G OIL, MIDDLE GRND SHOAL OIL","9","5","",FALSE,2,2,0,FALSE,1,18,1071
"AIO 9 .006","TRUE","2003-09-17","XTO Energy Inc.","MIDDLE GROUND SHOAL FIELD: Authorization to mix treated wastewater effluent with Class II EOR injection fluids in the central portion of Middle Ground Shoal Field.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.006%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","B C AND D OIL, E F AND G OIL, MIDDLE GRND SHOAL OIL","9","6","",FALSE,3,3,0,FALSE,1,20,1071
"AIO 9 .007","FALSE","2006-06-26","XTO Energy Inc.","MIDDLE GROUND SHOAL FIELD: Administrative Approval to inject water into MGS C24-23.  Revised on 9/13/2010.    Amended 11-1-10. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.007%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","E F AND G OIL, MIDDLE GRND SHOAL OIL","9","7","",FALSE,2,2,0,FALSE,1,21,1071
"AIO 9 .008","FALSE","2010-09-13","XTO Energy Inc.","MIDDLE GROUND SHOAL FIELD: Administrative Approval MGS A33-14.  Amended 11-1-10. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.008%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","E F AND G OIL, MIDDLE GRND SHOAL OIL","9","8","",FALSE,2,2,0,FALSE,1,40,1071
"AIO 9 .009","FALSE","2010-12-22","XTO Energy Inc.","MIDDLE GROUND SHOAL FIELD: Administrative approval to continue water injection in MGS C41-23LN. Cancelled","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.009%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","E F AND G OIL, MIDDLE GRND SHOAL OIL","9","9","",FALSE,2,2,0,FALSE,1,54,1071
"AIO 9 .010","TRUE","2012-07-19","XTO Energy Inc.","MIDDLE GROUND SHOAL FIELD: Administrative Approval to continue Class II injection into MGS C44-14RD with outer annulus repressurization.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.010%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","UNDEFINED WDSP","9","10","",FALSE,1,0,0,FALSE,1,64,1071
"AIO 9 .011","TRUE","2014-10-03","XTO Energy Inc.","MIDDLE GROUND SHOAL FIELD: Administrative approval to allow well MGS A33-11 (PTD 1852350) to be online in water only injection service with a production casing communication.  Middle Ground Shoal (MGS) Unit A33-11 (PTD 1852350)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.011%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","E F AND G OIL, MIDDLE GRND SHOAL OIL","9","11","",FALSE,2,2,0,FALSE,1,68,1071
"AIO 9 .012","TRUE","2023-09-22","Hilcorp Alaska, LLC","Amend Rule 4 of Area Injection Order (AIO) 9 Central Portion of Middle Ground Shoal Field Developed by “A” and “C” Platforms","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22AIO9.012%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20009%22}","AIO","MIDDLE GROUND SHOAL","","9","12","",TRUE,0,0,0,FALSE,1,72,1071
"AIO 10","FALSE","1986-09-19","BP","KUPARUK RIVER OIL POOL: Underground injection of fluids within Milne Point Unit for purposes of enhanced hydrocarbon recovery.  Amended 12/30/1991, 5/3/1994 and 11/13/1995.  Superseded by AIO 10A. Superseded","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CAIOs%5CAIO%20010%22}","AIO","MILNE POINT","KUPARUK RIVER OIL, SCHRADER BLUFF OIL","10","","",FALSE,2,2,0,FALSE,1,1,214
